StudentID,StudentName,Course,City,AttendancePercent,Assignment1Score,Assignment2Score,ExamScore,StudyHoursPerWeek,ProjectSubmitted,EnrolmentDate
1279,Kai Hall,Cyber Security,Manchester,88.7,83.5,82.9,59,7,Yes,25/09/2024
1280,Jack Thomas,IT,Leicester,67.4,83.8,86,78.7,5.1,Yes,22/09/2024
1635,Amelia Turner,Computing,Leicester,90.4,76.1,68.7,95.6,9.1,Yes,25/09/2024
1282,Ethan Griffiths,Business IT,Manchester,71,89.6,70.1,73,6,No,08/09/2024
1283,Blake Shah,Software Development,Reading,71.7,66.5,64.8,58.9,1,Yes,24/09/2024
1284,Jasmine Phillips,Computing,Reading,77.7,69.8,88.7,75.5,0.5,No,22/09/2024
1285,Zara Ward,Digital Media,Reading,88,67.6,80,89,5.9,Yes,14/09/2024
1286,Daisy Robinson,Business IT,London,85.3,60.1,88.5,74.6,6.4,Yes,03/09/2024
1287,Jacob Morgan,Business IT,Sheffield,66.9,87.7,68.5,79,5.7,Yes,15/09/2024
1288,Fatima Taylor,IT,Bristol,82.8,61.4,,58.3,3.5,Yes,26/09/2024
1289,Oscar Foster,Software Development,Coventry,86.2,65.2,96.2,77.2,2.2,Yes,10/09/2024
1290,Lily Morris,Business IT,Nottingham,92.3,59.1,72.8,62.9,3.6,Yes,05/09/2024
1291,Anaya Edwards,Digital Media,Leeds,86.6,59.8,83.8,80.6,3.4,No,22/09/2024
1292,Adam Mitchell,Digital Media,London,50.2,73.7,74.1,74.9,2.4,Yes,09/09/2024
1970,Kai Ali,Computing,Leicester,90.9,,73.3,95.2,8,Yes,21/09/2024
1294,Jacob Scott,Computing,Nottingham,64.4,52.2,87.1,78,5.6,Yes,25/09/2024
1295,Chloe Harris,Digital Media,Reading,62.5,43.8,96.4,72,5.7,Yes,14/09/2024
1296,Layla Edwards,IT,Leicester,81.5,74.3,66.7,77.8,8.3,Yes,05/09/2024
1297,Ruby Smith,Cyber Security,Liverpool,75.1,61.3,77.1,87.5,7.5,Yes,09/09/2024
1298,Jasmine Morgan,Cyber Security,Coventry,75.9,59.2,56.5,80.4,7.8,No,15/09/2024
1299,Oliver Griffiths,Business IT,Manchester,74.8,59.5,59.1,71.9,5.7,Yes,22/09/2024
1300,Cameron Patel,Computing,Reading,66.4,73.9,68.9,72.4,5.5,Yes,02/09/2024
1301,Fatima Ali,Cyber Security,Sheffield,89.8,60,68.1,63.5,1.4,Yes,11/09/2024
1302,Liam Morris,Computing,Leeds,93.5,83.6,54.2,63.6,4.4,Yes,16/09/2024
1303,Chloe Ward,Business IT,Bristol,97,75.5,73.1,80.9,5.7,Yes,13/09/2024
1304,Alex Smith,IT,Reading,95.3,88.1,68.7,66.6,9.2,Yes,20/09/2024
1305,Hannah Jones,Software Development,Leeds,68.8,68.8,81.3,58.1,2.1,Yes,06/09/2024
1306,Isaac Edwards,Computing,Manchester,80.7,56.6,86.5,77.5,6.5,No,25/09/2024
1307,Daisy Smith,Business IT,London,79.2,76.8,66.6,65.9,0.5,Yes,07/09/2024
1308,Abigail Walker,Business IT,Liverpool,77.2,78.6,69.3,57.6,3.6,Yes,09/09/2024
1309,Ella Shah,Digital Media,Liverpool,87.3,87.2,86.3,61.2,7.4,Yes,02/09/2024
1310,Molly Young,Computing,Birmingham,83.5,82.3,95.2,46.8,2.4,Yes,26/09/2024
1052,Molly Scott,Computing,Coventry,95.6,72.4,86.4,94.8,9.9,Yes,15/09/2024
1312,Bethany Lewis,Computing,Nottingham,77.5,72.8,45.8,86.3,6.9,Yes,10/09/2024
1313,Tyler Campbell,Cyber Security,Cardiff,69.5,53.6,67.4,82.2,7.3,Yes,19/09/2024
1314,Maya White,Computing,Sheffield,92.2,73.1,58.5,57.8,7.5,Yes,11/09/2024
1315,Cameron Taylor,Computing,Leeds,62.9,76.6,76.4,78.3,3.5,Yes,24/09/2024
1316,Aaliyah Wright,Computing,Manchester,84.8,52.7,74.9,79.3,6.3,Yes,21/09/2024
1317,Tyler Hall,Digital Media,Coventry,96.7,77.9,78.3,84.6,10,No,18/09/2024
1318,Tyler Thompson,Computing,Manchester,80.4,64.4,61.9,48.6,0.5,Yes,10/09/2024
1319,Ethan Murphy,Computing,Reading,83.3,72.4,67.1,95.7,7.2,No,10/09/2024
1320,Mia Roberts,Computing,Manchester,73.8,64.9,75.1,80.5,6.2,No,18/09/2024
1321,Hannah Thompson,Cyber Security,Cardiff,61.6,61.4,73.4,34.3,2.7,Yes,02/09/2024
1322,Freya Wright,IT,Bristol,82.1,68.2,71.8,75.2,3.7,Yes,23/09/2024
1323,Dylan Moore,IT,Leeds,85.9,63.7,89.2,63.1,7.7,Yes,25/09/2024
1324,Grace Shah,IT,Birmingham,72.1,73.8,75.3,85.7,4.5,Yes,19/09/2024
1325,Isaac Morgan,Computing,Sheffield,77.5,79,68.5,67.8,6.1,Yes,18/09/2024
1326,Poppy Campbell,Digital Media,Nottingham,67,69.3,73.4,63.7,3.2,Yes,13/09/2024
1327,Ryan Shah,IT,Manchester,71.4,70.1,68.5,57.1,6.5,Yes,06/09/2024
1328,Imogen Wright,Computing,Cardiff,71.9,75.3,65.8,77.1,1.6,Yes,02/09/2024
1329,Tyler Patel,Business IT,Nottingham,74.6,85.9,61,64.2,5,No,17/09/2024
1330,Harry Johnson,IT,Sheffield,75.4,79.1,68.2,77.1,5.5,No,21/09/2024
1331,Dylan Williams,IT,Bristol,73.1,56.7,69.9,40.7,3.9,Yes,06/09/2024
1332,Molly Singh,Digital Media,Cardiff,85.1,72.9,68.2,75.3,6.8,Yes,11/09/2024
1333,Olivia Williams,Software Development,Bristol,78.8,54.2,65.1,72.6,6.1,Yes,10/09/2024
1334,David Khan,Computing,Birmingham,74.5,83.6,66.7,92.7,6.7,Yes,04/09/2024
1335,Lucas Harris,Computing,Reading,75.7,87.8,87.6,89.6,8.8,No,12/09/2024
1336,Imogen Phillips,Cyber Security,Reading,81.9,53.1,68.1,47.6,6.4,No,15/09/2024
1337,Layla Moore,Cyber Security,Birmingham,69.2,74.4,71.4,81.9,9.7,No,13/09/2024
1338,Samuel Harris,Computing,Cardiff,79,75.2,56.6,75.1,2.4,Yes,19/09/2024
1339,Lucas Jones,Computing,Birmingham,71.8,74.5,74.4,39.4,6.6,Yes,25/09/2024
1340,Anaya Cooper,Computing,Birmingham,63.4,58.2,59.4,67.3,8.6,Yes,02/09/2024
1341,Blake Hall,IT,Reading,77.7,70.6,73.7,71.3,5.8,No,17/09/2024
1342,Joshua Begum,Business IT,Manchester,90.2,91.1,79.2,84.2,6.5,Yes,10/09/2024
1343,Grace Jones,Business IT,Nottingham,79.6,100,78.1,91.7,8.3,Yes,14/09/2024
1344,Alex Ward,Software Development,Sheffield,88.1,80.7,81.5,66,7.5,Yes,23/09/2024
1345,Jessica Adams,Computing,Liverpool,69.5,63.4,73.4,100,2.1,Yes,06/09/2024
1346,Ben Thomas,Digital Media,Leicester,70.8,81.3,76.1,79.9,7.7,Yes,17/09/2024
1347,Layla Wright,Software Development,Reading,84.9,88.6,67.9,75.9,7.5,Yes,11/09/2024
1348,Zara Jackson,IT,Nottingham,71.5,66.1,94.4,85.3,3.7,Yes,06/09/2024
1349,Poppy Adams,Business IT,Sheffield,73.9,75.7,95.5,73.2,5.6,No,23/09/2024
1350,Sienna Williams,Cyber Security,Coventry,71,67.2,84.1,67.2,6.3,Yes,03/09/2024
1351,Ethan Brown,Cyber Security,Birmingham,94.4,73.7,61.4,80.5,3,Yes,09/09/2024
1352,Eva Smith,Cyber Security,Birmingham,68.7,51.8,75.4,55.2,8.3,No,13/09/2024
1353,William Ali,Business IT,Liverpool,85.8,74.3,66.5,69.2,5.6,Yes,23/09/2024
1354,Molly Ward,Computing,Leicester,89.8,52.7,63.7,65.7,2.9,Yes,07/09/2024
1355,Yasmin Scott,Cyber Security,Bristol,90.4,60.6,95.2,69.5,2.4,No,12/09/2024
1356,Hannah Johnson,Software Development,Nottingham,87.2,70.2,71.9,81.2,5.7,Yes,06/09/2024
1357,Finley Edwards,Business IT,London,82.6,39.1,83.8,41.8,2.2,Yes,05/09/2024
1358,Liam Robinson,IT,Liverpool,78,72.1,67.1,44.7,8.5,No,25/09/2024
1359,Bethany Scott,Digital Media,London,77.3,53.1,75.6,72.2,5.6,No,15/09/2024
1360,Aaron Singh,Business IT,Cardiff,68.9,84.9,76.9,62.4,8.1,Yes,24/09/2024
1361,Maya Martin,Business IT,Coventry,71.2,69.7,69,83.6,6,Yes,03/09/2024
1362,Oliver Williams,Digital Media,Manchester,82.4,61.4,73,55.6,7.2,Yes,25/09/2024
1363,Oliver Hill,Digital Media,Coventry,92.9,80.4,62.2,76,3.9,Yes,11/09/2024
1364,Chloe Martin,Computing,Leeds,92.3,73.9,83,71.3,0.6,Yes,03/09/2024
1365,Isla Adams,IT,Birmingham,74.8,83.8,62.3,90,6,No,19/09/2024
1456,Jack Moore,Computing,Coventry,93.7,58.4,53.4,94.5,11.4,Yes,05/09/2024
1367,Liam Brown,Computing,Leicester,55.8,93.8,53.2,68.8,7.6,Yes,04/09/2024
1368,Abigail Ali,IT,Sheffield,71.8,64.9,85.1,69.9,4.8,Yes,13/09/2024
1369,Sophia Griffiths,Business IT,Leicester,78.5,82.9,100,70,10.8,Yes,12/09/2024
1370,George Roberts,Computing,Liverpool,69.8,79.8,66.2,60.8,4.9,Yes,19/09/2024
1371,Chloe Smith,Software Development,Manchester,73.2,85.1,77.7,67.8,3.3,No,26/09/2024
1372,Jacob Martin,Business IT,Leicester,99.6,79.5,68.1,71.2,4.2,Yes,26/09/2024
1373,Freya Scott,Computing,Leicester,83.4,70.9,73.2,62.6,6.8,Yes,07/09/2024
1374,Emily Evans,Computing,London,68.8,98.4,58.7,73.6,8.8,Yes,08/09/2024
1375,Jessica Mitchell,Software Development,Cardiff,76.3,72.1,70.9,56.4,4,No,21/09/2024
1376,Aisha Murphy,Computing,Nottingham,93,71.8,68.9,86.9,5.2,Yes,25/09/2024
1377,Amelia Davies,IT,Cardiff,93.2,55.1,70.4,78.2,3.8,Yes,06/09/2024
1378,Sophia Campbell,Computing,Coventry,100,88.6,64.9,79.5,7.2,Yes,07/09/2024
1379,Poppy Begum,IT,Reading,68.7,53.5,82,89.5,8.5,Yes,04/09/2024
1380,Thomas Shah,Software Development,Cardiff,88.3,66.3,70.9,76,7.2,No,06/09/2024
1381,Amelia King,IT,Reading,80.4,,67.8,65,6.4,Yes,10/09/2024
1382,Aaliyah Scott,Software Development,Leeds,84.4,73.9,89.2,55.5,6,Yes,02/09/2024
1383,Eva Allen,Computing,London,77.3,67.1,82.8,53.5,6.4,No,03/09/2024
1384,Isla Shah,Digital Media,Reading,71.1,51.1,60.1,76.8,7.7,Yes,03/09/2024
1385,Logan Young,Computing,Cardiff,81.2,66,66,71.3,6.7,Yes,08/09/2024
1386,William Begum,Cyber Security,Reading,71.4,51.9,59.1,66,2.9,No,10/09/2024
1387,Callum Shah,Cyber Security,Sheffield,77.3,,80.9,42.9,5.5,Yes,05/09/2024
1388,Eva Wright,Digital Media,Cardiff,88.1,60,77.6,51.5,4,Yes,08/09/2024
1389,Jessica Williams,Computing,Leicester,73.5,81.3,44.4,55.1,6.1,No,23/09/2024
1390,Cameron Moore,Computing,Nottingham,72.7,82.6,62.7,57.5,8.9,Yes,25/09/2024
1684,Leo Hill,Computing,Nottingham,91.7,65.3,60.4,94,6.6,Yes,22/09/2024
1392,Lucas Cooper,Digital Media,Liverpool,96,66.9,62,84.2,5.8,Yes,09/09/2024
1393,William Harris,Computing,Bristol,83.2,48,83.1,62.1,8,Yes,08/09/2024
1394,James Williams,IT,Birmingham,81,83.4,46.6,66.7,4.2,No,16/09/2024
1395,James Ali,Digital Media,Coventry,85.9,61.6,76.3,65.8,5.7,Yes,26/09/2024
1396,Emily Hall,IT,Bristol,60.9,72.8,54.3,68.8,6.7,Yes,21/09/2024
1397,Jasmine Griffiths,Computing,Reading,83.8,54,76.9,80.6,7.6,Yes,02/09/2024
1398,Noah Khan,Computing,Coventry,70.4,84.2,61.3,64.4,2.9,Yes,12/09/2024
1399,Yasmin Begum,Software Development,Nottingham,74.6,67.6,78,49.5,7,Yes,26/09/2024
1400,Maya Cooper,Digital Media,Leicester,84.4,57.5,92.9,62.7,7.8,Yes,05/09/2024
1401,Layla Scott,Cyber Security,Sheffield,95.2,84.5,75.1,58.1,2.8,Yes,14/09/2024
1402,Daisy Moore,IT,Bristol,63.3,75.2,89.8,34.4,8.1,Yes,12/09/2024
1403,Archie Ward,Software Development,Coventry,81.8,64.5,63.2,62.9,7.4,Yes,14/09/2024
1404,Sienna Smith,Digital Media,Birmingham,85.9,71.4,78.4,49.5,3.3,No,26/09/2024
1405,Lucas Shah,Cyber Security,Leeds,85.2,95.6,65.4,93.7,3,No,24/09/2024
1406,Aaron Shah,Software Development,Cardiff,56.7,84.6,52.8,97.8,7.3,No,02/09/2024
1407,Isla Ahmed,Computing,Reading,66,60.2,69.1,56.1,3.8,Yes,06/09/2024
1408,Molly Clarke,IT,Leicester,82,71.4,73.3,65.3,4.2,No,23/09/2024
1409,Molly Mitchell,Software Development,Reading,69.8,61.6,,85.1,2.8,Yes,07/09/2024
1410,George Turner,Cyber Security,Cardiff,75.1,85.3,65,73.8,5.4,Yes,13/09/2024
1411,Chloe Walker,Business IT,Liverpool,74.7,71.1,76,66.2,1.4,No,04/09/2024
1412,Amelia Hughes,Cyber Security,London,82.1,54.7,74.8,47.6,6.1,Yes,11/09/2024
1413,Jacob Walker,Business IT,Liverpool,90.5,75.5,73.9,74,9.7,Yes,11/09/2024
1414,Isaac Green,Computing,Liverpool,77.8,68.4,81.1,69,2,No,25/09/2024
1415,Harry Wilson,Digital Media,Nottingham,84.7,84.4,100,78.3,8.5,No,17/09/2024
1416,Olivia Walker,Digital Media,Leeds,76,48,61.2,80.3,5.9,No,03/09/2024
1417,Yasmin Evans,IT,Reading,72.4,76.5,59.4,67.2,4.3,Yes,12/09/2024
1418,Yasmin Singh,IT,Cardiff,98.1,55.5,60.8,68.4,7.2,No,10/09/2024
1419,George Walker,Digital Media,Leeds,62.6,67.6,82.4,69.5,5.6,Yes,15/09/2024
1420,Finley Walker,IT,Leeds,79.1,87.7,75.5,87.6,6.4,No,08/09/2024
1421,Brooke Begum,Business IT,Manchester,65.7,85.5,59.1,49.8,5.8,Yes,11/09/2024
1422,Isaac Williams,Cyber Security,Leicester,83.9,71.4,61.5,72.9,6.1,No,14/09/2024
1423,Harry Cooper,Cyber Security,Nottingham,86.3,68.9,58.5,82.6,7.6,Yes,21/09/2024
1424,Blake Ali,Computing,Coventry,87.6,66.8,51.4,86.3,5.6,Yes,02/09/2024
1425,Joshua Khan,Cyber Security,Sheffield,74,,59.9,71.9,4.7,Yes,09/09/2024
1426,Samuel Campbell,Cyber Security,Bristol,59.1,64.5,80.8,100,8.1,Yes,13/09/2024
1427,Poppy White,Business IT,Leicester,83.1,85.8,89.3,65.8,4.6,Yes,24/09/2024
1428,Emily Carter,Computing,London,89.4,66.7,56.2,65,5.4,Yes,11/09/2024
1429,Kai Allen,IT,Reading,84.3,71.7,78.3,50.6,1.8,No,06/09/2024
1430,Chloe Morgan,Digital Media,Nottingham,83.3,85.1,62.8,70.9,8.8,Yes,22/09/2024
1431,David Robinson,Computing,Birmingham,90.1,81.5,68.8,66.6,5.9,No,25/09/2024
1432,Jessica Wilson,Computing,London,88.5,60.2,66,75.6,6.2,Yes,24/09/2024
1433,Alex Carter,Computing,Leicester,64.5,55.4,85.8,71.6,6.8,Yes,22/09/2024
1434,Ryan Thompson,Computing,Manchester,79.3,59.9,60.8,41.9,8.3,Yes,03/09/2024
1435,Ben Singh,Business IT,Liverpool,78.4,71,72.5,77,4.2,Yes,26/09/2024
1436,Eva Griffiths,Computing,Birmingham,78.1,75.7,54.5,85.6,4.8,Yes,23/09/2024
1437,Eva Lewis,IT,Coventry,85.3,49.4,91,76.2,6.6,No,17/09/2024
1438,Olivia Robinson,Cyber Security,Cardiff,75.9,76.2,89.1,58.9,9,Yes,05/09/2024
1439,Finley Baker,Cyber Security,Nottingham,90.1,74.7,75.5,88.8,6.3,Yes,08/09/2024
1440,Callum Ali,Digital Media,London,88.6,68.8,77.7,55.8,5.8,No,09/09/2024
1441,David Roberts,Software Development,Leeds,97.6,83.3,32.5,73.1,1.5,Yes,25/09/2024
1442,Oliver Robinson,Computing,Coventry,67.6,97.2,63.2,81.7,3.8,Yes,17/09/2024
1443,Maya Moore,Business IT,Reading,84.2,57.1,72.9,87.9,9.2,No,06/09/2024
1444,Abigail Moore,Digital Media,Manchester,80.4,62.6,49.3,69.9,4.8,Yes,26/09/2024
1445,Lily Singh,Cyber Security,Leicester,94.5,70.2,58.2,84.2,3.3,No,24/09/2024
1446,Ava Shah,Software Development,Reading,77.2,84.2,66,81.2,4.1,Yes,14/09/2024
1447,Dylan Smith,Cyber Security,Birmingham,61.4,61.7,79,79.7,1.9,No,26/09/2024
1448,Finley Hill,IT,Liverpool,75.1,56.4,71.7,82.7,6.1,Yes,18/09/2024
1449,Yasmin Hall,Cyber Security,Bristol,87.2,40.2,82.3,39,9.9,Yes,04/09/2024
1450,Archie Brown,Computing,Birmingham,88.3,65,58.7,82,3.2,Yes,11/09/2024
1451,Ryan Jackson,Cyber Security,Reading,73.4,61.5,94.4,80.9,5.9,Yes,15/09/2024
1452,Sarah Robinson,Digital Media,Sheffield,100,77.7,61.1,67.5,6.5,No,07/09/2024
1453,Isla Williams,Business IT,Manchester,71.7,81.4,85.7,97.5,4.8,No,24/09/2024
1454,George Campbell,Computing,Bristol,70.2,57.5,66.2,63.5,6.5,Yes,23/09/2024
1455,Zara Collins,Cyber Security,Birmingham,88.8,63.7,65.3,70,3.3,Yes,25/09/2024
1906,Ava Ward,Computing,Cardiff,99.6,66.4,88.2,93.8,10.8,Yes,11/09/2024
1457,Bradley Harris,Computing,Coventry,85.5,58.1,,72.6,3.3,Yes,26/09/2024
1458,Oscar Thomas,Digital Media,Birmingham,67.7,82.9,70.2,51,5.5,Yes,03/09/2024
1459,Noah Johnson,IT,London,76.8,81.8,96.2,66,8.6,Yes,15/09/2024
1460,Noah Walker,Software Development,Manchester,88.3,79,58.1,77.4,6.9,No,18/09/2024
1461,Aaliyah King,Digital Media,Liverpool,67,78.5,67,47.2,6.3,Yes,19/09/2024
1462,Ruby Evans,Computing,London,84.3,76.2,80.4,57.4,2.7,Yes,23/09/2024
1463,Grace Ahmed,Computing,Liverpool,49.8,71.5,62.8,62.3,2.8,Yes,23/09/2024
1464,Thomas Walker,Cyber Security,Liverpool,80.4,72.4,75.6,57.8,9.8,Yes,07/09/2024
1465,Jack Hall,Cyber Security,Birmingham,60.3,68.1,74.2,75.7,5.3,No,23/09/2024
1466,Yasmin Robinson,IT,Manchester,65.2,85.7,73.2,58.7,7.3,Yes,07/09/2024
1467,Emily Wilson,Software Development,Coventry,68.9,40.2,82.8,51.8,4,Yes,04/09/2024
1468,Layla Harris,Digital Media,Manchester,60.1,81.2,49,50.6,3,Yes,24/09/2024
1469,Callum Thompson,Computing,Leeds,76.3,78.3,84.5,68.3,5.4,Yes,17/09/2024
1470,Thomas Robinson,Computing,Birmingham,73.7,73.2,70.1,69.4,5.6,Yes,05/09/2024
1471,Ella Taylor,IT,Birmingham,90.1,87.1,69.3,88.2,2.5,No,21/09/2024
1472,Aaron Murphy,Computing,Leeds,96.3,77.8,70.4,70,5.1,No,08/09/2024
1473,Ella Martin,Digital Media,Birmingham,83.3,81,65.9,76.7,5.5,No,05/09/2024
1474,Isla Phillips,Business IT,Birmingham,84.3,67,77.2,66,8.5,Yes,16/09/2024
1475,Noah Davies,Business IT,Nottingham,88.8,65.4,89.9,71.7,4.2,Yes,23/09/2024
1476,Blake Ward,Software Development,Manchester,69.2,100,84.9,60.1,8,No,05/09/2024
1477,Imogen White,Business IT,Leicester,88.7,65.7,57.3,40.3,8.2,Yes,16/09/2024
1478,Cameron Ahmed,Computing,London,78,77.4,59.7,78.7,5.6,Yes,12/09/2024
1479,Archie Taylor,Business IT,Nottingham,81,,64.7,56.2,5.1,No,19/09/2024
1480,Brooke Jones,Cyber Security,Cardiff,89.1,66.7,73.1,79.1,8.5,No,24/09/2024
1481,Lucas Morgan,Business IT,Coventry,71.7,53,65.8,53.2,0.6,Yes,14/09/2024
1482,Isla Hill,Computing,Coventry,82.3,93.8,78.4,56.6,8.5,Yes,22/09/2024
1483,Leo King,IT,Leicester,79.3,,70.1,75.5,3.5,Yes,07/09/2024
1484,Noah Roberts,Cyber Security,Cardiff,58.5,67.9,90.4,35.3,1.6,Yes,14/09/2024
1485,Eva Hughes,Cyber Security,Leicester,70.9,85.2,63.6,81.3,0.6,No,19/09/2024
1486,Mia Wright,Computing,Reading,79.4,90,67,53.5,3.8,Yes,20/09/2024
1487,Archie Smith,Business IT,Sheffield,82.9,56.9,64.2,67.7,2.6,Yes,26/09/2024
1488,Tyler Cooper,Cyber Security,Leeds,87.9,57.1,53.1,80.2,4.6,Yes,21/09/2024
1489,Amir Murphy,Computing,Nottingham,82.8,75.9,68,59.1,3.4,No,04/09/2024
1490,Isla Smith,Computing,Leicester,82.8,59.3,64.7,76.9,6.3,Yes,11/09/2024
1491,Aisha Davies,Computing,Manchester,98.1,74.2,69.4,87.4,4.9,No,02/09/2024
1878,Amelia Hill,Computing,,94.6,72.1,77.6,93.6,10.9,Yes,08/09/2024
1493,Brooke Murphy,Digital Media,Coventry,100,60.6,71.7,99.1,5.4,No,12/09/2024
1494,George Lewis,Computing,Birmingham,84.6,85.6,100,60,6,Yes,17/09/2024
1495,Ryan Thomas,IT,Liverpool,97.8,49,59.6,86.8,5.5,No,21/09/2024
1496,Amelia Thompson,Software Development,Leicester,77,71.1,87.2,57.2,10.9,Yes,23/09/2024
1497,Lucas Adams,Software Development,Cardiff,100,57.2,63.1,100,5.4,No,07/09/2024
1498,Mohammed Wilson,Computing,Birmingham,69.8,83.7,46.5,55.8,5.7,No,24/09/2024
1499,Daisy Thompson,IT,Birmingham,70.1,84.2,79.6,48.9,4.8,Yes,22/09/2024
1500,Aaliyah Khan,Computing,Liverpool,79.7,67.9,76.6,79.2,7.7,No,22/09/2024
1501,Jasmine Martin,Cyber Security,Reading,83.5,76,63.1,63.1,5.1,Yes,14/09/2024
1502,Finley Ahmed,Software Development,Sheffield,83.5,59,58.6,100,1.7,Yes,24/09/2024
1503,Harry Clarke,Computing,Bristol,85.8,84.8,86.6,71.5,6.1,No,17/09/2024
1110,Aaliyah Shah,Computing,Coventry,90.1,53.4,80.9,93.1,10.9,Yes,18/09/2024
1505,Adam Hall,Software Development,Leeds,61.3,50.9,59.6,85.5,5,Yes,12/09/2024
1506,Lucas Turner,Cyber Security,Coventry,79.4,69.8,77.4,81.7,6.1,Yes,13/09/2024
1507,Alex Adams,IT,Coventry,56.8,94.4,69,63.4,5.8,Yes,07/09/2024
1508,Callum Begum,IT,Sheffield,77,60.8,75.8,55,11.4,Yes,10/09/2024
1509,Harry Murphy,IT,Manchester,64.8,100,72.6,62,7.4,No,03/09/2024
1510,Ryan Green,Computing,Nottingham,66.2,30.9,87.2,73.6,5,Yes,24/09/2024
1511,Chloe Campbell,IT,Leeds,83.7,64,,84.5,4.6,Yes,20/09/2024
1512,Ella King,Software Development,Leeds,100,72.2,54.1,72.4,4.9,Yes,23/09/2024
1513,Blake Hill,Computing,Birmingham,62.3,75,55.3,72.5,4.9,Yes,03/09/2024
1514,Callum Edwards,Software Development,Leicester,95,65.2,93,69.3,2.3,Yes,04/09/2024
1515,Mia Begum,Computing,Leeds,88.9,89.3,67.6,92.8,4.6,Yes,15/09/2024
1516,Callum Jackson,Digital Media,Bristol,74.4,55,70.9,82,3.5,Yes,15/09/2024
1517,Ella Lewis,Digital Media,Birmingham,88.7,73,63.7,72.3,4.8,Yes,22/09/2024
1518,Ava Wright,Cyber Security,Manchester,73.1,89.6,70.2,66.7,7,Yes,20/09/2024
1519,Blake Morris,Cyber Security,Birmingham,61.9,74.6,76.3,57.9,1.8,Yes,25/09/2024
1520,Maya Ali,Computing,Reading,69.4,64.9,87.3,50,6.3,Yes,10/09/2024
1521,Fatima Cooper,Computing,Coventry,78,89.4,69.9,71.1,5,Yes,16/09/2024
1522,Sarah Harris,Digital Media,Coventry,80.1,57.5,85.8,64.9,3.1,Yes,06/09/2024
1523,Emily Ahmed,Computing,Leicester,84,77.6,,46.8,4.3,No,06/09/2024
1524,Daniel Ward,Digital Media,Nottingham,77.9,44.6,,61.9,4.5,Yes,14/09/2024
1525,Oliver King,Business IT,Reading,63.3,60,75.3,70,3,No,23/09/2024
1526,Abigail Lewis,Cyber Security,Sheffield,86.8,95.3,81.9,56.2,6.7,Yes,22/09/2024
1527,Isla Walker,Computing,Bristol,66.9,75.9,56.5,58.9,9.4,Yes,16/09/2024
1528,Molly Thomas,Digital Media,Bristol,68.8,76.6,51.4,80.9,2.5,Yes,25/09/2024
1529,Daisy Scott,Cyber Security,Cardiff,91,64.7,73.5,87.8,7.6,Yes,23/09/2024
1530,Aisha Wright,Computing,Cardiff,79,77,77.6,55,4.2,No,13/09/2024
1531,Daniel Thompson,Software Development,Coventry,70.7,52.2,83.5,63.3,0.9,Yes,05/09/2024
1532,Blake Young,Cyber Security,Sheffield,84.6,84.5,82.4,91.2,1.5,Yes,11/09/2024
1533,Bethany Clarke,Digital Media,Bristol,81.4,64,81.4,100,5.3,No,17/09/2024
1534,Lily Turner,Business IT,Bristol,77.7,63.3,65.5,70.3,2.4,No,06/09/2024
1535,Poppy Murphy,Business IT,Bristol,90.2,65.1,74.4,47.9,4.4,Yes,14/09/2024
1536,Aisha Taylor,Software Development,Manchester,78.5,73.7,69.6,55,2.5,Yes,18/09/2024
1537,Jasmine Jackson,Computing,Liverpool,91.2,59.5,79.4,81.4,2.2,Yes,21/09/2024
1538,Mia Williams,Computing,Liverpool,60.9,83.9,79.5,52.8,7.7,No,18/09/2024
1539,James Murphy,IT,Leicester,80.4,72.6,76.6,52,5.5,No,18/09/2024
1540,Sophia Jackson,Computing,Leicester,97.9,83.2,67.3,68.7,5.2,Yes,09/09/2024
1541,Freya Jackson,IT,Leicester,82.8,49.9,63.1,50.4,3.5,Yes,20/09/2024
1542,Chloe Turner,Cyber Security,Cardiff,78,74.1,74.1,82.2,3.5,Yes,13/09/2024
1543,Maya Green,Digital Media,Leicester,68.5,76.5,84.6,63.2,9.7,Yes,06/09/2024
1544,Thomas Murphy,Computing,Leeds,75.6,66.8,72.9,79.9,7.9,No,05/09/2024
1545,Jack Ali,Cyber Security,Birmingham,55.7,98.8,67.5,85.3,5.6,Yes,03/09/2024
1546,Ella Young,Business IT,London,73.1,78.7,79.7,80,3.5,Yes,20/09/2024
1547,Callum White,Computing,Leicester,67.3,73.5,49.1,78.8,3.3,Yes,15/09/2024
1548,Alex Taylor,Software Development,Reading,96.6,69,77.1,71.6,5.8,Yes,26/09/2024
1549,Ava Davies,Software Development,Sheffield,75.8,68,,66.1,0.5,Yes,19/09/2024
1550,Grace Turner,Business IT,Coventry,82.5,47.9,79.5,58.9,3.8,Yes,02/09/2024
1551,William Hill,IT,Birmingham,82.8,73.9,75.3,76.8,5.3,Yes,15/09/2024
1552,Ella Ahmed,Digital Media,Liverpool,83.8,61.2,78.7,59.4,6.4,Yes,05/09/2024
1553,George Morgan,Cyber Security,Sheffield,74.9,74.2,,75.8,3,Yes,09/09/2024
1554,Bethany Foster,Business IT,Leicester,86,72.4,62,65.1,5.9,Yes,08/09/2024
1555,David Wilson,IT,Cardiff,92.6,,93.2,76.7,8.5,Yes,07/09/2024
1556,Hannah Thomas,IT,Bristol,75.3,74.9,65.1,76.1,3.7,Yes,19/09/2024
